x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,class,delta,theta,alpha,beta,mu,gamma,mean
20.71967541,61.61895994,59.87803184,16.09221275,54.25633036,18.56574111,43.18261752,70.90988311,7.791051163,75.69245971,85.93300073,34.00690676,39.57324833,46.60089159,167.5125374,393.9514846,608.3863515,55.54332399,71.78636731,86.25442269,57.61959369,51.37808753,10.08929797,43.6085995,43.45899977,33.80247498,20.17625113,30.41043593,43.24371593,36.84894662,5.120391376,172.1247142,124.1440365,34.67707041,11.38445145,29.87963635,13.46076127,8.872180133,9.688221489,20.05333503,25.09712864,7.757384742,4.072656452,11.96279258,25.64721375,24.81354959,16.21118334,105.4258617,21.55829655,35.06997658,13.39730939,2.97084356,18.2914511,12.00586763,5.90134495,4.43857081,5.935398622,5.172935888,6.08082217,8.219498572,3.630837083,10.77153964,28.34922244,55.59087082,8.081239672,11.05667493,8.879759471,11.9377541,5.753531802,4.145874471,13.04266202,13.7206316,11.62914633,15.5992273,13.07990737,24.20657362,30.82454145,34.77569332,10.89976889,26.25259526,21.04567659,8.802404019,13.37771955,8.602662314,13.58134747,5.857859297,5.876247066,5.024325253,10.32488958,5.457623118,3.501378429,7.209530638,5.834796812,14.85689568,26.61063045,13.70923598,5.767560813,6.874513557,7.121819099,1.840747748,7.620763928,4.438878579,10.18323089,6.834283831,3.97488934,0.850757785,1.878774101,4.872658085,8.674208494,4.304509818,11.88010968,6.433228795,9.116972437,13.22499148,4.980703615,15.94466721,8.251164028,6.639639072,4.453044822,7.052046998,3.921538316,9.022789654,4.520312173,2.72129931,2.799644629,12.30158846,7.713477669,3.924601388,0.159870661,4,0.054496531,0.049917769,0.117191871,0.451013703,0.1165232,0.231034598,30.23664609
50.88837273,67.46497863,43.92790903,58.92802819,47.6914586,11.9611504,54.93120046,20.93538097,29.07693776,27.07187967,13.95139486,6.572040313,24.45354086,25.78773349,29.40898505,67.80998987,54.39323186,27.48607594,18.68062639,22.07511084,16.51109938,3.951548702,19.90061892,9.122173803,7.005149612,28.35758243,16.54984809,5.257278087,13.95687374,31.76286285,34.98563139,124.1609009,165.442758,30.96606805,45.32865548,61.39968411,10.36003021,16.6541222,18.67157058,16.66411842,12.15591994,12.75829341,10.87973658,4.887949504,5.951586372,5.586446405,12.30723824,17.50485925,11.81279825,5.614466593,16.22343652,4.860784969,10.40222767,4.772289257,5.647660963,5.403326595,3.254394214,9.076711266,6.969426273,2.029721004,16.34636789,5.87863226,10.01471136,15.9189476,3.557968889,4.087645559,2.570034989,5.023764673,0.911043225,8.075819992,6.254369337,9.388701587,5.675372165,13.69800209,8.421333341,13.66326089,22.71098312,29.65499669,19.27742257,13.98948884,12.66484772,5.056455944,11.31179658,8.82427387,5.101463051,2.198845238,4.390912712,2.108266,3.172980623,6.21290055,2.422989642,5.634716926,1.719593803,6.914997117,9.380096108,3.296568961,6.424719042,1.501883675,2.09574587,5.915104381,3.312781371,7.180052535,6.40017937,5.236373536,6.197789294,4.372585881,4.984388438,3.00099716,2.119170725,3.363858745,0.651395586,3.034992975,4.363234713,7.5793345,3.460302897,3.749326173,6.168377198,4.994159304,4.020149945,5.751512705,4.921802671,7.847567611,1.983304793,4.771944504,3.50410027,8.107621174,3.804976186,9.69470175,7.928642999,3,0.109913425,0.067336134,0.050246906,0.197764699,0.260677431,0.243253883,15.60137616
21.63535275,371.2171035,139.3006421,257.1843734,272.0420846,367.2356895,261.2490737,487.5524005,172.8579115,252.57266,300.9153711,655.3379762,405.4884189,179.0682446,373.6521725,908.2809091,1040.015383,168.4352183,239.8841631,242.204722,221.9451974,238.9405877,249.5546683,50.82010511,97.80291391,135.9249049,192.1518252,67.27361563,25.60524495,61.735251,30.43580753,319.8187058,329.0531637,75.71761567,22.64030955,117.7531498,84.29305389,32.87416625,45.89985653,31.29321165,44.5003704,22.57513021,63.85216209,35.62143983,53.70902028,87.44857249,94.73455039,237.586342,64.86020547,16.61131457,24.25480469,24.7245248,31.33438677,10.85418695,54.5768474,14.32358698,16.13475373,21.29487504,63.9668268,27.57065296,13.8870819,28.50741877,76.71036581,75.18852701,14.41792559,6.655748473,15.13882011,27.9252769,10.42476521,11.5205142,23.64682542,8.153615944,8.449384572,5.264466322,36.03015884,10.20399701,13.52926246,27.90175902,71.90860383,47.75930094,31.21594429,26.93796432,15.91580656,5.885597035,9.150593663,4.36339643,14.42153615,9.805684894,6.09827498,10.29604817,20.19018026,14.43875211,9.934280263,13.44831968,41.76757355,10.52348529,1.879079606,12.55593597,8.399907063,19.31705017,15.66552968,6.181089105,9.87473867,5.939635953,19.36317139,17.06392341,9.999226333,15.93396985,11.53866302,14.70445592,36.05815876,2.52837759,6.865813108,18.50664501,7.820301063,13.15571124,23.66770118,6.854361888,4.453271932,2.704256604,10.43346346,2.443705783,5.953330663,7.683631308,13.62006933,11.26587225,14.99170626,15.95758171,2.703860093,3,0.090624034,0.133277885,0.199787644,0.370961413,0.096848461,0.157614856,90.78991651
193.7860597,96.41131713,98.92706286,46.13356004,54.63236853,40.54753914,46.68595557,39.8948887,62.01807847,37.27246604,44.05095221,49.67682559,50.63377086,81.42435802,28.15676717,372.9388189,323.2797451,167.7345101,117.0270574,131.8617614,103.7549366,46.68880693,61.78741431,70.89869561,71.29566214,57.92206032,48.80605635,58.75875511,73.51919111,62.36255953,54.62998023,34.22540999,80.84701867,50.41389402,37.16811062,51.06407937,59.23255396,61.08423479,48.54310639,48.08912864,50.45683551,59.65696089,51.60469004,48.45482941,46.02061868,51.1218237,62.09031868,40.93939859,63.54184223,58.64602975,62.75013741,50.03980367,48.64946254,50.68884494,58.28734444,47.99257457,49.15454984,52.09561006,50.93401164,56.86648666,52.39432551,49.30765021,51.73955843,52.74745831,55.33560009,52.80659987,45.91689014,56.29727066,52.93548711,58.68440899,46.25322974,53.49016509,57.24958376,52.12859402,47.48615089,52.88079574,48.7078824,27.98264212,22.70261282,38.01752329,38.06451576,38.1234363,49.39102499,41.5428878,47.3738363,46.78588825,45.98738343,43.52464362,43.01828575,47.6083514,48.30051411,52.43930588,46.40991021,48.88557768,47.08561398,47.73491856,44.72601916,47.90165742,44.65398698,56.97600027,46.66495467,49.72268392,47.91334411,51.31766261,51.88480925,48.55312429,48.16859066,51.14099745,44.25272833,55.94557837,47.56879591,49.61731571,38.96653867,57.80981042,46.41006396,43.53171586,52.50505808,50.15941247,51.46854627,48.05732191,41.26858972,46.72087152,55.79945583,42.47379372,49.48050223,46.63110176,55.8129565,44.97016349,41.00901482,4,0.064192342,0.031943339,0.046285596,0.242599513,0.075443452,0.39418402,59.15970062
37.54473532,560.2279638,215.7383813,649.7479572,618.8795452,164.0510932,363.679572,430.9612869,232.9961074,55.59679434,449.5756798,454.8910597,153.5852118,274.2609332,710.33203,1882.114956,2647.505373,368.1812121,481.7578139,102.544214,381.9023014,186.3305195,97.43645151,64.83988897,109.5583607,70.61292647,108.2007844,118.2194821,32.44799925,87.97734783,110.0691176,722.0761667,492.8517691,270.7898088,71.73575692,93.79992549,64.75524515,82.72107723,19.97420385,103.1694548,45.71336595,38.24251874,44.11969947,109.2037548,83.69484288,99.39399818,113.5212331,462.737953,60.96493042,109.3697317,15.63322256,58.37314924,31.44620264,13.76064246,29.3017036,56.29035204,50.34536195,43.96427655,24.34840289,24.97648041,50.3064051,34.02933808,89.89717301,100.6619768,15.31921074,48.59733616,28.88145529,19.75594177,19.13875374,31.54960998,40.5030026,19.47606269,16.80848298,11.55856984,12.60925143,27.06266536,10.41285886,12.21184997,43.29301332,76.36405683,52.75451633,24.18267209,15.21501575,34.15559153,25.4739502,9.527721718,3.923410851,5.163025,23.80196175,28.25653005,16.58908558,10.53373769,25.29654515,17.4644303,32.12216374,13.76365247,28.47945943,12.6269094,21.32751319,7.880233406,19.43964654,13.69157869,20.70446413,26.52078924,18.38596411,21.69486433,22.06989306,23.56814057,17.54392051,25.76650668,30.35883828,23.29558166,2.908089274,13.43312573,5.179323597,28.45830568,20.71057167,13.33921145,22.16111343,13.44622444,14.55662386,8.888899968,20.52338598,4.900755862,19.81031367,25.10363077,32.49376356,11.85607557,14.0672707,5,0.120279088,0.104591223,0.134668826,0.436720982,0.120020136,0.15318773,134.1929794
26.50106759,173.8419011,192.7324502,461.6982591,616.4913201,433.6411924,433.3855117,62.75863528,255.6437605,345.1947213,505.4475828,475.5198174,458.4176868,813.6117674,1622.104003,2892.457819,7624.337883,1357.407602,1472.025657,914.464337,337.3417455,135.7858497,482.7735612,468.5814554,406.940878,209.9723896,299.3880657,361.9765142,431.1468601,232.3188599,690.5514621,1354.147574,2699.567899,229.7483235,451.0941844,271.0058627,197.3264245,213.623936,108.9600929,140.7994088,153.7284317,165.5491452,103.0262184,52.19979001,132.8815138,99.31004629,190.7374507,508.3697784,1034.647947,21.78578153,218.7826398,196.6040958,140.1147108,108.29246,75.56090954,128.3134993,152.2685661,88.21013832,41.83254659,82.96881846,108.4543113,79.94862413,88.18705927,192.260488,461.4433768,121.7329564,78.42177086,96.01991876,119.332943,136.6329075,92.68156407,52.20209681,104.1268195,105.3932988,93.13235741,49.9889354,102.1356451,70.64052454,100.6312265,239.4849466,154.9204177,88.58470771,77.5443343,94.44520007,53.57485059,55.82728883,71.17070028,79.48335408,74.92084913,42.68886752,52.30107987,82.6663622,78.92391075,57.40951304,51.05054873,109.4645886,68.6341555,119.5958214,30.90594213,51.71078294,74.30443981,94.49749486,50.23942142,27.23279485,56.65837202,84.73100364,73.73835194,33.04151288,34.13189104,63.82250942,77.33826758,81.03823409,9.722335619,95.93528762,68.34043308,59.02197604,47.96823688,40.36817376,56.6352271,84.3856188,46.88094739,48.51813709,54.52035016,64.52085715,69.78744584,38.58073089,30.74975999,73.53671361,65.11838439,4,0.036553205,0.044768255,0.111203576,0.495393674,0.16175305,0.192749613,312.0151842
128.702161,139.8351307,144.9625235,43.0352463,90.00414036,108.2157369,187.318611,16.64749969,93.61140498,194.2796006,240.1494059,117.0948583,106.0678964,371.3654629,744.3812729,1052.262574,3627.837456,893.5534725,768.2832264,440.8210563,114.6306756,110.7418226,259.0156046,228.9745402,121.8659657,59.35412657,159.8171474,184.1676081,96.88363856,61.56224084,261.4777448,436.3290562,1011.942878,298.4562801,245.9819881,110.0272018,39.93785977,102.246225,112.8347313,64.77539318,28.53847114,78.62321586,99.38161118,68.93923772,18.81947936,79.51117915,143.895175,200.803817,426.967582,84.42714159,87.49321834,47.62614466,16.51458843,33.52523919,46.50875351,41.9528934,31.220844,24.64729556,42.85962158,41.84011855,32.18424124,33.27962334,71.43043961,99.30958728,198.8716396,42.00891035,27.85035119,19.31168948,35.97669416,31.65960081,16.22430866,7.17744059,35.10887142,41.54677992,25.29660501,31.77007833,68.62618862,46.83244783,46.13538464,73.21714209,59.33062095,17.50595989,6.16244269,29.4501276,28.7308159,8.851303276,13.49941219,27.39529638,28.19400797,14.45110611,5.841681062,20.10053318,25.88825045,23.79771721,14.72891349,0.564029407,57.27128784,24.89440143,8.013578638,10.08144536,26.26459771,22.00962655,23.46259454,6.6957531,18.30972331,34.68907889,26.1560253,4.94097657,6.545078673,28.13260419,25.59988817,17.04436501,18.29520244,19.03019924,34.31669882,15.46273193,17.85603283,3.901684312,28.00553862,15.45038138,24.35192244,12.65819031,14.70529675,29.71477691,30.85123586,16.42599886,12.64092644,23.06778979,27.77299855,2,0.026501942,0.023346968,0.043607478,0.53960647,0.155807222,0.177207839,133.5385734
96.59048313,106.4732352,75.38502242,57.95979362,94.69327722,84.9299339,79.89405127,76.24354936,67.41253671,122.280174,105.9829994,86.93063964,52.1063451,123.9283927,307.4191568,806.8217601,1313.088739,56.66050363,142.9216749,181.1820915,112.2740203,51.1950732,46.16747984,70.89117008,85.95203865,58.20837425,36.5952988,54.6429629,71.94374105,24.12355729,59.35346561,344.6838037,268.3338487,84.43921914,35.82685517,22.59939363,28.01745408,25.31896534,24.91304414,10.43617239,7.487449334,11.8101023,19.79721558,19.53073659,17.4664804,20.25875689,30.61551685,150.4719705,85.26485751,48.72151566,13.48798675,13.68409811,23.25808763,17.29462024,9.800593181,6.983024401,12.40504757,14.07886547,18.28037588,8.917612901,7.503746486,7.726823559,28.12736298,83.45536185,5.067231653,22.3373052,22.97625793,19.85751844,17.12255515,6.588617141,25.7060106,22.23974327,12.96554954,13.09230415,13.88328513,33.66058397,36.28434974,37.70648997,21.43850514,43.40014945,15.5978833,1.348335481,4.342460649,8.363322598,15.09706522,13.69096756,4.23836802,2.84872174,11.10150312,14.68127439,18.98273384,1.509905407,11.05129153,15.9601226,13.43013484,10.759675,1.851554793,11.66309149,15.0114447,15.22597373,4.513366965,8.992886401,14.55390161,12.7530454,8.821820196,7.163989132,14.27374374,14.2859884,13.54895866,3.989540092,12.7013285,10.07683756,11.15140146,2.59615579,16.40967596,15.68083523,2.783612444,11.97415937,5.82522165,12.70423901,7.446755582,13.38041955,5.276786548,4.868867136,1.192987359,13.03919895,12.12750112,10.51374645,1.973737569,2,0.047603063,0.047511407,0.061513468,0.50149149,0.127908366,0.175112351,54.78256977
50.36177868,2734.183213,1616.354678,848.2708487,1055.427429,856.702676,1490.759872,601.214578,1460.962976,920.4835449,996.018045,1058.838567,1351.061811,676.0624629,2090.551149,2130.334236,8426.35562,7129.970366,762.9863802,601.9409548,1450.11084,838.9428573,1218.430171,570.7808151,1900.337271,743.9984344,527.7899156,983.3547653,528.1244243,808.9207114,937.4559042,1209.570799,3184.529006,1744.973569,1489.800953,1121.144428,522.593739,351.6406349,551.1004635,387.4035103,649.4736915,492.284625,480.6696109,196.6790033,242.1451481,121.0458322,400.5455968,650.7341311,665.6191056,762.1708618,793.3414269,484.0369668,54.05272807,232.3928733,291.0795947,525.0358974,674.7164213,320.4857513,444.5923099,143.7001239,547.5718875,505.5674733,479.8921031,569.2608272,270.1340196,507.1867534,292.1001103,298.4118898,249.3236619,335.2976238,369.2950325,405.3865303,323.7781918,376.7352367,226.4016743,168.6180611,169.9213091,164.5422101,156.6861131,155.0460677,216.7321758,301.699945,182.9863586,384.7173515,346.2595272,265.986354,316.9184854,262.2526472,165.1202662,243.7276107,195.0931642,307.4304537,272.2529289,395.8242254,212.0557349,382.869179,400.3246034,299.5319941,121.1635804,160.9864262,294.4047753,267.4215449,225.1127907,205.5059212,290.2886176,347.1922168,388.5568661,333.6570483,222.9485116,259.7638491,229.810415,285.6517209,218.0755888,145.4057149,349.5931446,309.0183562,387.5622918,324.6176652,335.4166684,319.6381343,236.2254811,137.2230147,226.2131713,246.0857891,266.8690363,184.4592384,306.5002331,305.5587305,330.738138,3,0.072852468,0.063151316,0.098845073,0.365734445,0.1403951,0.241789663,670.8469036
156.721621,165.6650101,67.89536917,365.825965,269.9841912,320.0785379,338.4610383,126.021314,460.2975078,327.6016432,180.6602118,205.8174943,363.8554252,222.9138715,430.5008249,293.341609,225.9689961,343.4516241,221.4798252,211.1122783,116.3310831,199.0845993,97.62533797,60.32510192,23.11513504,32.72299518,103.9192864,68.82029336,77.28321941,95.90046782,24.02775964,48.93958642,49.07291681,16.33449972,27.06702288,36.04718593,37.71628667,4.655968695,30.82734538,17.0996303,15.93065895,7.713136073,11.06135299,30.08167226,10.58700607,20.51044313,10.35361271,5.680082992,13.96821387,24.58615858,19.86205059,19.83561116,19.7631657,16.38474101,3.015670896,13.5511759,4.828431677,4.160344689,15.48688249,9.677148085,9.333702443,11.81731042,9.246090606,2.946094781,3.495334576,6.804947528,12.01403667,11.09640172,8.525928437,8.87711431,14.78866944,14.06294184,4.439094839,15.29395102,13.27627172,14.10681146,21.95301845,31.0218251,22.04509101,12.78151298,12.73427595,8.234175452,8.967422456,4.023332804,5.0771243,3.46352277,10.01839253,9.247743079,9.157352649,3.6694056,6.705914327,5.33850559,5.877033734,5.891738827,4.28155802,7.588006578,7.526775988,2.69544638,5.008125992,10.21391423,2.627880163,2.019561464,3.217183153,5.662211673,10.92341064,5.947981361,6.717235411,6.987627983,7.291384658,7.916343931,7.549371703,7.852249846,9.998639632,4.184252402,2.484307542,6.499111458,11.31742679,2.95538804,9.588502966,8.02949073,5.083931637,5.558436328,3.875024644,2.630892775,4.78658669,4.239438757,5.590414433,4.133879287,2.037926015,4,0.140696261,0.207713008,0.30051544,0.359937606,0.042193962,0.090952287,56.53457092
